% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.194619457e+08 +5.194619457e+08 +5.194617358e+08 +5.194617358e+08 +1.9631e+01 -2.3986e+01
3 +4.819045827e+07 +4.819045827e+07 +4.819024839e+07 +4.819024839e+07 +5.9123e+00 +7.1268e+00
19 +3.078585585e+07 +3.078585585e+07 +3.078564597e+07 +3.078564597e+07 -7.5418e-02 -5.3780e+00
35 +1.039692302e+07 +1.039692302e+07 +1.039671314e+07 +1.039671314e+07 +1.0857e+01 -2.8205e+00
39 +2.765275225e+05 +2.765275225e+05 +2.763176425e+05 +2.763176425e+05 -1.5324e+01 -9.7616e-02
41 +2.452896173e+05 +2.452896173e+05 +2.450797373e+05 +2.450797373e+05 -1.5129e+01 -5.2335e-02
252 +1.387545333e+05 +1.387545333e+05 +1.385446533e+05 +1.385446533e+05 +1.9891e+00 +8.3762e-01
253 +9.756564544e+04 +9.756564544e+04 +9.735576544e+04 +9.735576544e+04 +2.0397e+00 +7.5139e-01
254 +4.743133977e+04 +4.743133977e+04 +4.722145977e+04 +4.722145977e+04 +2.0904e+00 +6.6517e-01
255 +1.608751031e+04 +1.608751031e+04 +1.587763031e+04 +1.587763031e+04 +2.1410e+00 +5.7894e-01
256 +2.181904887e+03 +2.181904887e+03 +1.972024887e+03 +1.972024887e+03 +2.1917e+00 +4.9272e-01
424 +2.956618506e+02 +2.956618506e+02 +8.578185063e+01 +8.578185063e+01 -1.4823e+01 +4.4522e-01
451 +5.767149445e+01 +5.767149445e+01 -1.522085056e+02 -1.522085056e+02 +2.5900e+00 +4.5543e-01
452 +5.424331327e+00 +5.424331327e+00 -2.044556687e+02 -2.044556687e+02 +2.6895e+00 +4.4611e-01
6965 +1.518980281e+00 +1.518980281e+00 -2.083610197e+02 -2.083610197e+02 +6.7450e-01 +4.4905e-01
12412 +8.017947091e-01 +8.017947091e-01 -2.090782053e+02 -2.090782053e+02 +1.7378e+00 +4.4872e-01
17875 +1.268573642e-01 +1.268573642e-01 -2.097531426e+02 -2.097531426e+02 +1.5678e+00 +4.4802e-01
43170 +5.232159246e-02 +5.232159246e-02 -2.098276784e+02 -2.098276784e+02 +1.2798e+00 +4.4822e-01
63911 +1.105401097e-02 +1.105401097e-02 -2.098689460e+02 -2.098689460e+02 +1.1436e+00 +4.4791e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.945190068e+06 +7.945190068e+06 +7.945097978e+06 +7.945097978e+06 -5.2869e+00 +5.4074e+00
51 +3.282181570e+06 +3.282181570e+06 +3.282089480e+06 +3.282089480e+06 -2.3798e+01 +9.1256e-01
55 +2.444701538e+06 +2.444701538e+06 +2.444609448e+06 +2.444609448e+06 -2.4085e+01 +1.1914e+00
57 +1.412497692e+05 +1.412497692e+05 +1.411576792e+05 +1.411576792e+05 +2.3382e+01 +3.0154e+00
167 +9.240940792e+04 +9.240940792e+04 +9.231731792e+04 +9.231731792e+04 +7.5435e+00 +2.3211e+00
245 +4.930066959e+04 +4.930066959e+04 +4.920857959e+04 +4.920857959e+04 +2.2931e+01 +2.8424e+00
246 +3.062353387e+04 +3.062353387e+04 +3.053144387e+04 +3.053144387e+04 +2.2842e+01 +2.7952e+00
438 +1.994510073e+04 +1.994510073e+04 +1.985301073e+04 +1.985301073e+04 +2.2746e+01 +2.7674e+00
439 +1.482242220e+04 +1.482242220e+04 +1.473033220e+04 +1.473033220e+04 +2.2650e+01 +2.7396e+00
440 +9.148100950e+03 +9.148100950e+03 +9.056010950e+03 +9.056010950e+03 +2.2554e+01 +2.7118e+00
441 +4.092398906e+03 +4.092398906e+03 +4.000308906e+03 +4.000308906e+03 +2.2458e+01 +2.6840e+00
442 +1.413029335e+03 +1.413029335e+03 +1.320939335e+03 +1.320939335e+03 +2.2362e+01 +2.6562e+00
880 +5.300242957e+02 +5.300242957e+02 +4.379342957e+02 +4.379342957e+02 +2.2627e+01 +2.6110e+00
1148 +3.786969321e+02 +3.786969321e+02 +2.866069321e+02 +2.866069321e+02 +1.2355e+01 +2.6063e+00
1534 +1.453559940e+02 +1.453559940e+02 +5.326599399e+01 +5.326599399e+01 +1.2314e+01 +2.6252e+00
1551 +8.089689928e+01 +8.089689928e+01 -1.119310072e+01 -1.119310072e+01 +7.7294e+00 +2.6269e+00
3306 +4.115777326e+01 +4.115777326e+01 -5.093222674e+01 -5.093222674e+01 +6.8152e+00 +2.6198e+00
4552 +9.661631783e+00 +9.661631783e+00 -8.242836822e+01 -8.242836822e+01 +3.3903e+00 +2.6232e+00
9282 +7.978938387e-01 +7.978938387e-01 -9.129210616e+01 -9.129210616e+01 +4.3070e-02 +2.6222e+00
21847 +1.552423059e-01 +1.552423059e-01 -9.193475769e+01 -9.193475769e+01 +1.1438e+00 +2.6216e+00
33782 +8.145389778e-02 +8.145389778e-02 -9.200854610e+01 -9.200854610e+01 +4.4867e-01 +2.6217e+00
100818 +2.385219052e-04 +2.385219052e-04 -9.208976148e+01 -9.208976148e+01 +7.4131e-01 +2.6216e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.138766388e+08 +2.138766388e+08 +2.138765509e+08 +2.138765509e+08 -2.3061e+01 -9.6243e+00
9 +1.402260263e+07 +1.402260263e+07 +1.402251474e+07 +1.402251474e+07 +3.2722e+00 +7.4292e+00
45 +1.567936867e+06 +1.567936867e+06 +1.567848977e+06 +1.567848977e+06 +1.6130e+01 +2.4687e+00
49 +6.698185722e+04 +6.698185722e+04 +6.689396722e+04 +6.689396722e+04 +6.4343e-01 +3.3862e+00
50 +5.190750855e+04 +5.190750855e+04 +5.181961855e+04 +5.181961855e+04 +5.4867e-01 +3.4182e+00
52 +2.989185804e+04 +2.989185804e+04 +2.980396804e+04 +2.980396804e+04 +3.5914e-01 +3.4820e+00
53 +1.909008003e+04 +1.909008003e+04 +1.900219003e+04 +1.900219003e+04 +2.6437e-01 +3.5139e+00
54 +9.129089807e+03 +9.129089807e+03 +9.041199807e+03 +9.041199807e+03 +1.6961e-01 +3.5459e+00
258 +2.132247117e+03 +2.132247117e+03 +2.044357117e+03 +2.044357117e+03 +8.7029e-02 +3.6023e+00
259 +1.758524767e+02 +1.758524767e+02 +8.796247667e+01 +8.796247667e+01 +4.4504e-03 +3.6587e+00
895 +1.473199778e+01 +1.473199778e+01 -7.315800222e+01 -7.315800222e+01 -2.8838e-01 +3.6420e+00
