% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.711493128e+02 +4.711493128e+02 +9.059312779e+00 +9.059312779e+00 -1.9656e+01 -1.5160e+00
25 +5.920694720e+01 +5.920694720e+01 -4.028830528e+02 -4.028830528e+02 +1.9043e+00 +1.2026e+00
26 +3.980903785e+01 +3.980903785e+01 -4.222809622e+02 -4.222809622e+02 +1.8385e+00 +1.1273e+00
8441 +1.985458348e+01 +1.985458348e+01 -4.422354165e+02 -4.422354165e+02 +5.9640e-01 +1.3246e+00
15487 +1.389106265e+01 +1.389106265e+01 -4.481989373e+02 -4.481989373e+02 +6.0208e-01 +1.6151e+00
18060 +9.880365787e+00 +9.880365787e+00 -4.522096342e+02 -4.522096342e+02 +7.7456e-01 +2.2872e+00
25492 +5.116865806e+00 +5.116865806e+00 -4.569731342e+02 -4.569731342e+02 -4.2872e+00 +2.6460e+00
37858 +2.376420093e+00 +2.376420093e+00 -4.597135799e+02 -4.597135799e+02 -1.3204e+00 +2.3239e+00
40280 +9.400242093e-02 +9.400242093e-02 -4.619959976e+02 -4.619959976e+02 -2.3350e+00 +2.3073e+00
79192 +1.007853193e-02 +1.007853193e-02 -4.620799215e+02 -4.620799215e+02 -2.3470e+00 +2.3012e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.695046693e+03 +2.695046693e+03 +2.772706693e+03 +2.772706693e+03 +1.7603e+01 -1.5073e+01
3 +3.245313878e+02 +3.245313878e+02 +4.021913878e+02 +4.021913878e+02 +2.1295e+01 -1.6301e+00
34 +1.727362152e+02 +1.727362152e+02 +2.503962152e+02 +2.503962152e+02 -8.7407e+00 +5.1466e-01
177 +9.221786278e+01 +9.221786278e+01 +1.698778628e+02 +1.698778628e+02 +1.0556e+01 -1.8704e+00
9577 +5.820942698e+01 +5.820942698e+01 +1.358694270e+02 +1.358694270e+02 +2.6242e+00 +1.0732e+00
9942 +3.605448550e+01 +3.605448550e+01 +1.137144855e+02 +1.137144855e+02 +2.4098e+00 +9.3103e-01
18723 +2.302425252e+01 +2.302425252e+01 +1.006842525e+02 +1.006842525e+02 +4.1716e+00 -2.1681e-01
19025 +1.210301225e+01 +1.210301225e+01 +8.976301225e+01 +8.976301225e+01 +4.2718e+00 -5.1132e-01
21022 +9.679124988e+00 +9.679124988e+00 +8.733912499e+01 +8.733912499e+01 +5.5201e+00 -8.5396e-01
24528 +5.411909012e+00 +5.411909012e+00 +8.307190901e+01 +8.307190901e+01 +3.3140e-01 -8.4522e-01
30314 +3.258341560e+00 +3.258341560e+00 +8.091834156e+01 +8.091834156e+01 +3.4261e+00 -4.6279e-01
31969 +1.251638970e+00 +1.251638970e+00 +7.891163897e+01 +7.891163897e+01 +3.3762e+00 -8.5606e-01
45052 +8.252235904e-01 +8.252235904e-01 +7.848522359e+01 +7.848522359e+01 +2.4669e+00 -8.5043e-01
58625 +5.650054527e-01 +5.650054527e-01 +7.822500545e+01 +7.822500545e+01 +2.3976e+00 -8.7264e-01
80698 +1.099814124e-01 +1.099814124e-01 +7.776998141e+01 +7.776998141e+01 +2.4208e+00 -8.5739e-01
